TOPIC: (privacy AND student)
Timespan=All years. Indexes=SCI-EXPANDED, SSCI, A&HCI, CPCI-S, CPCI-SSH, BKCI-S, BKCI-SSH, ESCI, CCR-EXPANDED, IC.

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Situating students as authentic writers outside the classroom","Gooda, Theresa","","","","ENGLISH IN EDUCATION","JAN 2 2019","2019","53","1","","","SI","77","86","","10.1080/04250494.2019.1579614","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Impact of Social Networks on Students' Electronic Privacy in Saudi Arabia Society","Abdelmajeed, Nabih T.","","","Arai, K; Kapoor, S; Bhatia, R","INTELLIGENT COMPUTING, VOL 2","2019","2019","857","","","","","1032","1041","","10.1007/978-3-030-01177-2_75","Computing Conference","JUL 10-12, 2018","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"An Automated System for Transferring and Equivalence between Saudi Universities","Alahmadi, Basem Abdullah; Sen, Adnan Ahmed Abi; Alsubhy, Abdullah M.; Bahbouh, Nour Mahmoud; Alhaboob, Omar; Sen, Hanin Ahmed Abi","","","","PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON COMPUTING FOR SUSTAINABLE GLOBAL DEVELOPMENT (INDIACOM-2020)","2019","2019","","","","","","229","234","","","7th International Conference on Computing for Sustainable Global Development (INDIACom)","MAR 12-14, 2020","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Crowdsourcing Public Opinion for Sharing Medical Records for the Advancement of Science","Weng, Chunhua; Hao, Tianyong; Friedman, Carol; Hurdle, John","","","OhnoMachado, L; Seroussi, B","MEDINFO 2019: HEALTH AND WELLBEING E-NETWORKS FOR ALL","2019","2019","264","","","","","1393","1397","","10.3233/SHTI190456","17th World Congress of Medical and Health Informatics (MEDINFO)","AUG 25-30, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kratos: A secure, authenticated and publicly verifiable system for educational data using the blockchain","Hillman, Velislava; Ganesh, Varunram","","","Baru, C; Huan, J; Khan, L; Hu, XH; Ak, R; Tian, Y; Barga, R; Zaniolo, C; Lee, K; Ye, YF","2019 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA)","2019","2019","","","","","","5754","5762","","","IEEE International Conference on Big Data (Big Data)","DEC 09-12, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Digital Competence, General Data Protection Regulation and University Responsibility","Vevere, Velga; Lejniece, Ilona; Linina, Iveta","","","Soliman, KS","VISION 2025: EDUCATION EXCELLENCE AND MANAGEMENT OF INNOVATIONS THROUGH SUSTAINABLE ECONOMIC COMPETITIVE ADVANTAGE","2019","2019","","","","","","7006","7012","","","34th International-Business-Information-Management-Association (IBIMA) Conference","NOV 13-14, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Degree Validation Application Using Solidity and Ethereum Blockchain","BouSaba, Chafic; Anderson, Ethan","","","","2019 IEEE SOUTHEASTCON","2019","2019","","","","","","","","","","IEEE SoutheastCon Conference","APR 11-14, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"User Perceptions of Smart Class Services in Teaching and Learning Interactions","Jin, Naibiao; Yang, Fan; Yan, Mian; Feng, Yalei; Zhuang, Yusheng; Liu, Haoyuan; Kwok, Pak Ki; Wen, Kang","","","Huang, GQ; Qu, T; Thurer, M; Xu, S; Khalgui, M","11TH CIRP CONFERENCE ON INDUSTRIAL PRODUCT-SERVICE SYSTEMS","2019","2019","83","","","","","785","788","","10.1016/j.procir.2019.04.329","11th CIRP Conference on Industrial Product-Service Systems","MAY 29-31, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"What matters in housing architecture - a survey of dwellers' opinions","Lasiewicz-Sych, Angelika","","","","4TH WORLD MULTIDISCIPLINARY CIVIL ENGINEERING-ARCHITECTURE-URBAN PLANNING SYMPOSIUM - WMCAUS","2019","2019","603","","","","","","","032017","10.1088/1757-899X/603/3/032017","4th World Multidisciplinary Civil Engineering-Architecture-Urban Planning Symposium ( WMCAUS)","JUN 17-21, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Challenges of Cloud Computing Adoption Model for Higher Education Level in Zanzibar (the Case Study of SUZA and ZU)","Juma, Mohammed Khatib; Tjahyanto, Aris","","","Younus, A; Herdiyanti, A","FIFTH INFORMATION SYSTEMS INTERNATIONAL CONFERENCE","2019","2019","161","","","","","1046","1054","","10.1016/j.procs.2019.11.215","5th Information Systems International Conference (ISICO) on Role of Information Systems in Industry 4.0","JUL 23-24, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Novel Visual-Privacy Themed Experiential-Learning Tool for Human-Privacy & Societal-Security Awareness in Middle-School and High-School Youth","Chattopadhyay, Ankur; Christian, David; Oeder, Aaron; Budul, Ibrahim","","","","2019 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE 2019)","2019","2019","","","","","","","","","","49th IEEE Frontiers in Education Conference (FIE)","OCT 16-19, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Security and Privacy Education for STEM Undergraduates: A Shoulder Surfing Course Project","Rege, Aunshul; Mendlein, Alyssa; Williams, Katorah","","","","2019 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE 2019)","2019","2019","","","","","","","","","","49th IEEE Frontiers in Education Conference (FIE)","OCT 16-19, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VR Training for Security Awareness in Industrial IoT","Liagkou, Vasiliki; Stylios, Chrysostomos","","","CamarinhaMatos, LM; Afsarmanesh, H; Antonelli, D","COLLABORATIVE NETWORKS AND DIGITAL TRANSFORMATION","2019","2019","","","","","","604","612","","10.1007/978-3-030-28464-0_53","20th IFIP WG 5.5 Working Conference on Virtual Enterprises (PRO-VE)","SEP 23-25, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Computer-Aided Intervention for Reading Comprehension Disabilities","Tsai, Chia-Ling; Lin, Yong-Guei; Lin, Wen-Yang; Zakierski, Marlene","","","Coy, A; Hayashi, Y; Chang, M","INTELLIGENT TUTORING SYSTEMS (ITS 2019)","2019","2019","11528","","","","","57","62","","10.1007/978-3-030-22244-4_8","15th International Conference on Intelligent Tutoring Systems (ITS)","JUN 03-07, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"PORTABLE TUTOR: WHATSAPP IN NURSING STUDENTS' INTERNSHIP AND FINAL DEGREE PROJECT PROCESSES","Segura Robles, Adrian; Sanchez Ojeda, Maria Angustias; Gallardo Vigil, Miguel Angel; Alemany Arrebola, Inmaculada","","","Soriano, E; Sleeter, C; Casanova, MA; Zapata, RM; Cala, VC","VIII INTERNATIONAL CONFERENCE ON INTERCULTURAL EDUCATION AND INTERNATIONAL CONFERENCE ON TRANSCULTURAL HEALTH: THE VALUE OF EDUCATION AND HEALTH FOR A GLOBAL, TRANSCULTURAL WORLD (EDUHEM 2018)","2019","2019","60","","","","","847","854","","10.15405/epsbs.2019.04.02.105","8th International Conference on Intercultural Education / International Conference on Transcultural Health (EDUHEM)","JUN 20-22, 2018","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SOCIAL COMMUNICATION ANALYSIS OF VIRTUAL COMMUNITIES ON SOCIAL NETWORKS","Strnadova, V; Vobornik, P.; Provaznikova, K.","","","Chova, LG; Martinez, AL; Torres, IC","13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)","2019","2019","","","","","","3184","3192","","","13th International Technology, Education and Development Conference (INTED)","MAR 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MULTIVARIATE METHODS FOR SURVEY EVALUATION: A CASE STUDY OF BIG DATA AND THE NEW DIGITAL DIVIDE","Cibulkova, Jana; Novak, Richard; Sulc, Zdenek","","","Boda, M; Mendelova, V; Grausova, M","PROCEEDINGS OF THE 22ND INTERNATIONAL SCIENTIFIC CONFERENCE ON APPLICATIONS OF MATHEMATICS AND STATISTICS IN ECONOMICS (AMSE 2019)","2019","2019","","","","","","62","69","","","22nd International Scientific Conference on Applications of Mathematics and Statistics in Economics (AMSE)","AUG 28-SEP 01, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"FAST-TRACKING THE TRACKERS: APPREHENDING AND COMPREHENDING ADVERTISING TRACKING PRACTICES IN EDTECH","Bronfman, J.; Kelly, G.; Graham, J.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2019","2019","","","","","","2646","2655","","","11th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"WE CAN DO IT: MASS TRAINING UNDERGRADUATES IN LEARNING MANAGEMENT SYSTEM USAGE","Klindzic, J.; Lasic-Lazic, J.; Banek Zorica, M.; Perkovic, M.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2019","2019","","","","","","4375","4381","","","11th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CYBER SECURITY. ARE WE READY TO USE MODERN, AND MOBILE TECHNOLOGIES? IF WE DON'T TEACH THE STUDENTS HOW TO PROTECT THEIR PRIVACY AND PERSONAL INFORMATION, WHO WILL?","Kucerik, J.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2019","2019","","","","","","4924","4929","","","11th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE FEAR OF TEACHER TRAINING STUDENTS TO LOSE THEIR MASKS: WHERE E-LEARNING REACHES ITS LIMITS","Hoefer-Luck, Hanna; Delere, Malte; Marci-Boehncke, Gudrun","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2019","2019","","","","","","7260","7266","","","11th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ASSESSMENT OF SATISFACTION OF THE STUDENTS OF THE SCHOOL OF DENTISTRY AFTER GRADUATION","Roesch, L.; Moreno, F.; Mantilla, M.; Mora, A. L.; Roesch, F.; Zapien, A.; Capetillo, G.; Tiburcio, L.; Flores, S.; Mendez, T.","","","Chova, LG; Martinez, AL; Torres, IC","EDULEARN19: 11TH INTERNATIONAL CONFERENCE ON EDUCATION AND NEW LEARNING TECHNOLOGIES","2019","2019","","","","","","7877","7883","","","11th International Conference on Education and New Learning Technologies (EDULEARN)","JUL 01-03, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Factors Affecting Teachers' Motivation to Adopt Cloud-based E-learning System in Iraqi Deaf Institutions: A pilot Study","Hashim, Najmuldeen A.; Safie, Nurhizam; Mukhtar, Muriati","","","","PROCEEDING OF 2019 INTERNATIONAL CONFERENCE ON ELECTRICAL ENGINEERING AND INFORMATICS (ICEEI)","2019","2019","","","","","","272","277","","","7th International Conference on Electrical Engineering and Informatics (ICEEI)","JUL 09-10, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"IMPROVING QUALITY OF TEACHING PROCESS THOUGHT THE GDPR IMPLEMENTATION","Mekovec, Renata; Peras, Dijana; Zrinski, Tatjana","","","Chova, LG; Martinez, AL; Torres, IC","13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)","2019","2019","","","","","","5565","5574","","10.21125/inted.2019.1371","13th International Technology, Education and Development Conference (INTED)","MAR 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"VIDEO CLICKSTREAM DATA VISUALIZATION AND CLUSTERING FOR THE IMPROVEMENT OF LEARNING RESOURCES AND THE FACILITATION OF INTERVENTION","Corcoles, C.; Huertas, M. A.","","","Chova, LG; Martinez, AL; Torres, IC","13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)","2019","2019","","","","","","6585","6589","","10.21125/inted.2019.1600","13th International Technology, Education and Development Conference (INTED)","MAR 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SELECTING MOBILE AND WEB-BASED APPLICATIONS TO TEACH ENGLISH GRAMMAR AT TERTIARY LEVEL","Kuzmina, J.","","","Chova, LG; Martinez, AL; Torres, IC","13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)","2019","2019","","","","","","7473","7480","","10.21125/inted.2019.1819","13th International Technology, Education and Development Conference (INTED)","MAR 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENHANCING THE AMERICAN CLASSROOM: UTILIZING AUDIO AND VISUAL PRIVACY","O'Leary, K.; Reid, C.; Sullivan, I; Trent, A.; Jani, V","","","Chova, LG; Martinez, AL; Torres, IC","13TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED2019)","2019","2019","","","","","","7565","7572","","10.21125/inted.2019.1849","13th International Technology, Education and Development Conference (INTED)","MAR 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zero-shot Knowledge Transfer via Adversarial Belief Matching","Micaelli, Paul; Storkey, Amos","","","Wallach, H; Larochelle, H; Beygelzimer, A; d'Alche-Buc, F; Fox, E; Garnett, R","ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 32 (NIPS 2019)","2019","2019","32","","","","","","","","","33rd Conference on Neural Information Processing Systems (NeurIPS)","DEC 08-14, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Predicting Students' Involvement in Blended Learning Environment","Tikadar, Subrata; Bhattacharya, Samit","","","Chang, M; Sampson, DG; Huang, R; Gomes, AS; Chen, NS; Bittencourt, II; Kinshuk; Dermeval, D; Bittencourt, IM","2019 IEEE 19TH INTERNATIONAL CONFERENCE ON ADVANCED LEARNING TECHNOLOGIES (ICALT 2019)","2019","2019","","","","","","76","78","","10.1109/ICALT.2019.00026","19th IEEE International Conference on Advanced Learning Technologies (ICALT)","JUL 15-18, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Impact of Cultural Familiarity on Students' Social Media Usage in Higher Education","Al-shaikhli, Dhuha; Jin, Li; Porter, Alan; Tarczynski, Andrzej; Ibragimov, Dilshod; Bektasheva, Deneze; Shpirko, Mikhail","","","Orngreen, R; Buhl, M; Meyer, B","PROCEEDINGS OF THE 18TH EUROPEAN CONFERENCE ON E-LEARNING (ECEL 2019)","2019","2019","","","","","","32","39","","10.34190/EEL.19.080","18th European Conference on e-Learning (ECEL)","NOV 07-08, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Digital Literacy in Social Media: A Case Study","Andreou, Rafaela; Nicolaidou, Iolie","","","Orngreen, R; Buhl, M; Meyer, B","PROCEEDINGS OF THE 18TH EUROPEAN CONFERENCE ON E-LEARNING (ECEL 2019)","2019","2019","","","","","","40","46","","10.34190/EEL.19.025","18th European Conference on e-Learning (ECEL)","NOV 07-08, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Knowledge Extraction with No Observable Data","Yoo, Jaemin; Cho, Minyong; Kim, Taebum; Kang, U.","","","Wallach, H; Larochelle, H; Beygelzimer, A; d'Alche-Buc, F; Fox, E; Garnett, R","ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 32 (NIPS 2019)","2019","2019","32","","","","","","","","","33rd Conference on Neural Information Processing Systems (NeurIPS)","DEC 08-14, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DESIGN AND DEVELOPMENT OF A CHEMISTRY VIDEO-GAME FOR HIGH SCHOOL STUDENTS' SELF-EVALUATION. THE EXPERIENCE OF THE SCIENTIFIC DEGREES PLAN (PLS) - CHEMISTRY","Melucci, D.; Boga, C.; Baldini, L.; Sansone, F.; Strocchi, E.; Venturi, I","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI2019)","2019","2019","","","","","","10892","10899","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"TEACHING MEDICAL STUDENTS TO HELP OLDER PATIENTS WITH CHRONIC ILLNESS OVERCOME BARRIERS TO ELECTRONIC PATIENT PORTAL USE: IMPLICATIONS FOR MEDICAL EDUCATORS","Jacobs, R.; Kane, M.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2019)","2019","2019","","","","","","208","217","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTERACTIVE LEARNER ANALYTICS: INTERACTIVE DASHBOARDS FOR WIDENING ACCESS & PARTICIPATION AND INCLUSIVITY","O'Donnell, C.; Murphy, B.; Hunter, B.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2019)","2019","2019","","","","","","980","985","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SUPPORTING IMPROVEMENT IN TEACHING AND LEARNING OUTCOMES WITH INSIGHTS DRIVEN APPLICATION OF BIOMETRICS TO CREATE AN INTEGRATED, AUTOMATED, HOLISTIC STUDENT ENGAGEMENT ANALYSIS TOOL","Westcott, P.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2019)","2019","2019","","","","","","1783","1794","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EXTENDING THE EIDAS EUROPEAN SPECIFICATION FOR SUPPORTING ACADEMIC ATTRIBUTES","Alonso, A.; Gordillo, A.; Pozo, A.; Lopez-Pernas, S.; Marco, L.; Barra, E.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2019)","2019","2019","","","","","","2008","2014","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DATA PRIVACY AND ACADEMIC LIBRARIES: NON-PII, PII, AND LIBRARIANS' REFLECTIONS (PART 2)","Michalak, Russell; Rysavy, Monica D. T.","","","","JOURNAL OF LIBRARY ADMINISTRATION","2019","2019","59","7","","","","768","785","","10.1080/01930826.2019.1649969","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Research on the Formation of Network Ethical Consciousness of College Students","Fu, Zhuojing; Sun, Lei","","","Xiao, X; Hauer, T; Khan, SAR","PROCEEDINGS OF THE 2019 5TH INTERNATIONAL CONFERENCE ON SOCIAL SCIENCE AND HIGHER EDUCATION (ICSSHE 2019)","2019","2019","336","","","","","571","574","","","5th International Conference on Social Science and Higher Education (ICSSHE) - Problem and Opportunity of Higher Education and Social Science Development","AUG 23-25, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Teaching Data Ethics "We're going to ethics the heck out of this"","Henderson, Tristan","","","","3RD CONFERENCE ON COMPUTING EDUCATION PRACTICE (CEP 2019)","2019","2019","","","","","","","","","10.1145/3294016.3294017","3rd Conference on Computing Education Practice (CEP)","JAN09, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
